chunk_id,source,page,document_type,category,section,article,year,is_table,prefix_context,topic_tags,char_count,word_count,quality_flags,include_for_retrieval,content
quy_che_ctsv_2025_pdf_p17_0545_870cc689d6f8,quy_che_ctsv_2025.pdf,17,cong_tac_sinh_vien,Công tác sinh viên,,Điều 42,,False,Điều 42,dia_diem,885,187,,True,"[Tài liệu: quy_che_ctsv_2025.pdf | trang 17 | Điều 42]
Điều 42. Trách nhiệm của đơn vị quản ngành
1. Trưởng đơn vị quản ngành chịu trách nhiệm toàn diện trước Giám đốc Đại học
về công tác sinh viên của đơn vị; bố trí các nguồn lực bảo đảm thực hiện tốt nội dung
công tác sinh viên được quy định trong văn bản này.
2. Tổ chức thực hiện các chủ trương, đường lối của Đảng, chính sách pháp luật
của Nhà nước, các quy định của Đại học liên quan đến sinh viên.
3. Tổ chức tuần sinh hoạt công dân giữa khóa; nắm bắt tâm tư, nguyện vọng và
giải quyết kịp thời những thắc mắc của sinh viên.
4. Phối hợp với Ban Công tác sinh viên, Đoàn Thanh niên, Hội Sinh viên tổ chức
các hoạt động nhằm nâng cao ý thức chính trị - tư tưởng, giáo dục truyền thống, rèn
luyện đạo đức, ý thức tổ chức, nếp sống văn minh cho sinh viên.
5. Được quyền tiếp nhận hoặc cho phép sinh viên chuyển ngành học từ các đơn"
quy_che_ctsv_2025_pdf_p17_0546_b27018d857d5,quy_che_ctsv_2025.pdf,17,cong_tac_sinh_vien,Công tác sinh viên,,Điều 42,,False,,,412,87,,True,"[Tài liệu: quy_che_ctsv_2025.pdf | trang 17]
các hoạt động nhằm nâng cao ý thức chính trị - tư tưởng, giáo dục truyền thống, rèn
luyện đạo đức, ý thức tổ chức, nếp sống văn minh cho sinh viên.
5. Được quyền tiếp nhận hoặc cho phép sinh viên chuyển ngành học từ các đơn
vị khác trong Đại học tới đơn vị và ngược lại theo các quy định hiện hành của Đại học.
6. Quản lý sinh viên trong quá trình học tập tại đơn vị."
quy_che_ctsv_2025_pdf_p18_0547_1e44f6d72af4,quy_che_ctsv_2025.pdf,18,cong_tac_sinh_vien,Công tác sinh viên,,Điều 43,,False,,hoc_bong;dao_tao,870,188,,True,"[Tài liệu: quy_che_ctsv_2025.pdf | trang 18]
7. Rèn luyện, phát triển kỹ năng mềm, kỹ năng tư duy phản biện cho sinh viên
thông qua công tác đào tạo chuyên môn, nghiệp vụ, thực tập nghề nghiệp, các hoạt
động xã hội.
8. Tổ chức khai thác, xét, cấp học bổng tài trợ từ các tổ chức, cá nhân trong và
ngoài nước.
9. Lồng ghép kỹ năng mềm, kỹ năng tư duy phản biện cho sinh viên vào các môn
học chuyên môn phù hợp.
10. Tổ chức công tác cố vấn học tập, hoạt động NCKH, đổi mới sáng tạo và khởi
nghiệp cho sinh viên.
11. Tổ chức hướng nghiệp, tư vấn, giới thiệu việc làm cho sinh viên.
12. Tổ chức đánh giá kết quả rèn luyện của sinh viên.
13. Phối hợp với Ban Công tác sinh viên và các đơn vị liên quan trong công tác
tư vấn học tập cho sinh viên quốc tế.
14. Tư vấn, hỗ trợ chuyên môn, học thuật cho các câu lạc bộ học thuật thuộc các
lĩnh vực chuyên môn do đơn vị phụ trách."
quy_che_ctsv_2025_pdf_p18_0548_26d566327ca5,quy_che_ctsv_2025.pdf,18,cong_tac_sinh_vien,Công tác sinh viên,,Điều 43,,False,Điều 43,tuyen_sinh;dao_tao,900,196,,True,"[Tài liệu: quy_che_ctsv_2025.pdf | trang 18 | Điều 43]
12. Tổ chức đánh giá kết quả rèn luyện của sinh viên.
13. Phối hợp với Ban Công tác sinh viên và các đơn vị liên quan trong công tác
tư vấn học tập cho sinh viên quốc tế.
14. Tư vấn, hỗ trợ chuyên môn, học thuật cho các câu lạc bộ học thuật thuộc các
lĩnh vực chuyên môn do đơn vị phụ trách.
15. Tổ chức thực hiện việc tự đánh giá, xếp loại công tác sinh viên của đơn vị
theo đúng kế hoạch của Đại học;
16. Xây dựng chương trình, kế hoạch hoạt động tăng cường chất lượng, hiệu quả
công tác sinh viên của đơn vị phù hợp với kế hoạch, mục tiêu chất lượng của Đại học.
17. Thực hiện chế độ báo cáo, tự đánh giá về công tác sinh viên của đơn vị theo
quy định hiện hành của Đại học.
Điều 43. Trách nhiệm của Ban Đào tạo
1. Tiếp nhận danh sách sinh viên trúng tuyển vào Đại học, cấp mã số sinh viên và
xếp lớp sinh viên theo đúng chương trình đào tạo."
quy_che_ctsv_2025_pdf_p18_0549_7891c4727c9f,quy_che_ctsv_2025.pdf,18,cong_tac_sinh_vien,Công tác sinh viên,,Điều 43,,False,Điều 43,tuyen_sinh;dao_tao,889,190,,True,"[Tài liệu: quy_che_ctsv_2025.pdf | trang 18 | Điều 43]
17. Thực hiện chế độ báo cáo, tự đánh giá về công tác sinh viên của đơn vị theo
quy định hiện hành của Đại học.
Điều 43. Trách nhiệm của Ban Đào tạo
1. Tiếp nhận danh sách sinh viên trúng tuyển vào Đại học, cấp mã số sinh viên và
xếp lớp sinh viên theo đúng chương trình đào tạo.
2. Chủ trì phối hợp với các đơn vị quản ngành giải quyết hồ sơ sinh viên chuyển
trường (chuyển ra hoặc vào Đại học); sinh viên tham gia chương trình trao đổi với các
cơ sở giáo dục đại học trong và ngoài nước; sinh viên thôi học; sinh viên chuyển
ngành học, chuyển chương trình đào tạo trong nội bộ Đại học.
3. Hướng dẫn các đơn vị quản ngành thực hiện các chương trình đào tạo lồng
ghép kỹ năng mềm, kỹ năng tư duy phản biện cho sinh viên vào các môn học chuyên
môn phù hợp.
4. Phối hợp với Ban Hợp tác đối ngoại và các đơn vị quản ngành triển khai hoạt"
quy_che_ctsv_2025_pdf_p18_0550_bd6ff99c75d3,quy_che_ctsv_2025.pdf,18,cong_tac_sinh_vien,Công tác sinh viên,,Điều 43,,False,Điều 44,hoc_phi;hoc_bong;dao_tao,772,170,,True,"[Tài liệu: quy_che_ctsv_2025.pdf | trang 18 | Điều 44]
3. Hướng dẫn các đơn vị quản ngành thực hiện các chương trình đào tạo lồng
ghép kỹ năng mềm, kỹ năng tư duy phản biện cho sinh viên vào các môn học chuyên
môn phù hợp.
4. Phối hợp với Ban Hợp tác đối ngoại và các đơn vị quản ngành triển khai hoạt
động trao đổi sinh viên có tích lũy tín chỉ và/hoặc công nhận tín chỉ tương đương.
5. Phối hợp với Ban Công tác sinh viên trong việc xét cấp học bổng, hỗ trợ tài
chính và các hỗ trợ khác cho sinh viên.
6. Lập kế hoạch và phối hợp với các đơn vị liên quan tổ chức thu học phí, bảo
hiểm y tế theo quy định hiện hành của Đại học.
7. Tư vấn và hướng dẫn sinh viên đăng ký học tập.
Điều 44. Trách nhiệm của Ban Khoa học - Công nghệ
1. Triển khai các hoạt động sinh viên NCKH."
quy_che_ctsv_2025_pdf_p19_0551_b6e853e2096b,quy_che_ctsv_2025.pdf,19,cong_tac_sinh_vien,Công tác sinh viên,,Điều 45,,False,Điều 45,hoc_bong,864,191,,True,"[Tài liệu: quy_che_ctsv_2025.pdf | trang 19 | Điều 45]
2. Chủ trì tổ chức thẩm định, đánh giá các công trình NCKH của sinh viên.
Điều 45. Trách nhiệm của Ban Hợp tác đối ngoại
1. Khai thác và chủ trì các chương trình trao đổi sinh viên quốc tế.
2. Khai thác và phối hợp với Ban Công tác sinh viên triển khai các chương trình
học bổng tài trợ từ các cá nhân, tổ chức, doanh nghiệp trong và ngoài nước.
3. Phối hợp với Ban Công tác sinh viên và các đơn vị liên quan trong và ngoài
Đại học trong công tác quản lý và hỗ trợ sinh viên quốc tế.
Điều 46. Trách nhiệm của Ban Cơ sở vật chất
1. Đảm bảo tốt hệ thống cơ sở hạ tầng mạng thông tin phục vụ sinh viên học tập,
NCKH; hệ thống cơ sở vật chất phục vụ học tập và rèn luyện sức khỏe cho sinh viên.
2. Hỗ trợ sinh viên đăng ký sử dụng hệ thống cơ sở vật chất phục vụ cho các hoạt
động ngoại khóa về thể thao, văn hóa."
quy_che_ctsv_2025_pdf_p19_0552_9edc24b7df06,quy_che_ctsv_2025.pdf,19,cong_tac_sinh_vien,Công tác sinh viên,,Điều 45,,False,Điều 47,,888,196,,True,"[Tài liệu: quy_che_ctsv_2025.pdf | trang 19 | Điều 47]
1. Đảm bảo tốt hệ thống cơ sở hạ tầng mạng thông tin phục vụ sinh viên học tập,
NCKH; hệ thống cơ sở vật chất phục vụ học tập và rèn luyện sức khỏe cho sinh viên.
2. Hỗ trợ sinh viên đăng ký sử dụng hệ thống cơ sở vật chất phục vụ cho các hoạt
động ngoại khóa về thể thao, văn hóa.
Điều 47. Trách nhiệm của Trung tâm Truyền thông và Tri thức số
1. Tổ chức xây dựng, quản lý nguồn học liệu đáp ứng tốt nhu cầu học tập và
NCKH của sinh viên.
2. Phối hợp với các đơn vị liên quan hướng dẫn sinh viên các kỹ năng khai thác
và sử dụng hiệu quả các nguồn học liệu phục vụ cho việc học tập và NCKH.
3. Chủ trì phối hợp với các đơn vị liên quan trong và ngoài Đại học tổ chức
truyền thông các hoạt động liên quan đến sinh viên theo đúng chủ trương, định hướng của
Đại học.
Điều 48. Trách nhiệm của Trung tâm Sáng tạo và Khởi nghiệp sinh viên"
quy_che_ctsv_2025_pdf_p19_0553_0f5f0a69fe4f,quy_che_ctsv_2025.pdf,19,cong_tac_sinh_vien,Công tác sinh viên,,Điều 45,,False,Điều 48,dao_tao,860,188,,True,"[Tài liệu: quy_che_ctsv_2025.pdf | trang 19 | Điều 48]
3. Chủ trì phối hợp với các đơn vị liên quan trong và ngoài Đại học tổ chức
truyền thông các hoạt động liên quan đến sinh viên theo đúng chủ trương, định hướng của
Đại học.
Điều 48. Trách nhiệm của Trung tâm Sáng tạo và Khởi nghiệp sinh viên
1. Tổ chức các chương trình đào tạo trang bị kiến thức, kỹ năng về đổi mới sáng
tạo và khởi nghiệp cho sinh viên.
2. Chủ trì tổ chức hoặc phối hợp với các đơn vị chức năng trong và ngoài đại học
tổ chức các kỳ thi/ cuộc thi về nghiên cứu sáng tạo và khởi nghiệp cho sinh viên.
3. Tư vấn và hỗ trợ sinh viên tham gia các hoạt động nghiên cứu sáng tạo và khởi
nghiệp do Đại học tổ chức hoặc do Đại học cử tham dự.
4. Tư vấn và hỗ trợ các câu lạc bộ sinh viên tổ chức các hoạt động nghiên cứu
sáng tạo và khởi nghiệp.
Điều 49. Trách nhiệm của Trung tâm Chuyển đổi số"
quy_che_ctsv_2025_pdf_p19_0554_04dc9abee2b7,quy_che_ctsv_2025.pdf,19,cong_tac_sinh_vien,Công tác sinh viên,,Điều 45,,False,Điều 49,lien_he,792,170,,True,"[Tài liệu: quy_che_ctsv_2025.pdf | trang 19 | Điều 49]
3. Tư vấn và hỗ trợ sinh viên tham gia các hoạt động nghiên cứu sáng tạo và khởi
nghiệp do Đại học tổ chức hoặc do Đại học cử tham dự.
4. Tư vấn và hỗ trợ các câu lạc bộ sinh viên tổ chức các hoạt động nghiên cứu
sáng tạo và khởi nghiệp.
Điều 49. Trách nhiệm của Trung tâm Chuyển đổi số
1. Đảm bảo tốt hệ thống phần mềm quản lý và hỗ trợ sinh viên trong suốt quá
trình sinh viên học tập tại Đại học.
2. Quản lý và cấp phát tài khoản thư điện tử (email), tài khoản phần mềm
office365 cho sinh viên; thu hồi tài khoản email và tài khoản office365 với các sinh
viên không nhập học hoặc thôi học.
3. Hướng dẫn và hỗ trợ sinh viên khai thác hiệu quả tài khoản email, tài khoản
office365 và tài khoản cá nhân sinh viên trong quá trình học tập."
quy_che_ctsv_2025_pdf_p20_0555_795781305cae,quy_che_ctsv_2025.pdf,20,cong_tac_sinh_vien,Công tác sinh viên,,Điều 50,,False,Điều 50,ngoai_ngu;ky_tuc_xa,826,185,,True,"[Tài liệu: quy_che_ctsv_2025.pdf | trang 20 | Điều 50]
Điều 50. Trách nhiệm của Trung tâm Khảo thí ngoại ngữ và Trao đổi văn hóa
1. Cung cấp các dịch vụ về học tập ngoại ngữ, thi chứng chỉ ngoại ngữ và kiểm
định chứng chỉ ngoại ngữ cho sinh viên.
2. Tổ chức các hoạt động giao lưu văn hóa quốc tế dành cho sinh viên của Đại
học.
3. Tư vấn và hỗ trợ các câu lạc bộ ngoại ngữ của sinh viên tổ chức các hoạt động
học thuật.
Điều 51. Trách nhiệm của Trung tâm Dịch vụ và Hỗ trợ Bách khoa
1. Tiếp nhận, quản lý và phục vụ sinh viên nội trú trong ký túc xá theo quy định.
2. Cung cấp các dịch vụ nâng cao đời sống, chăm sóc sức khỏe, hỗ trợ học tập
cho sinh viên.
3. Cung cấp các dịch vụ trông, giữ xe đạp, xe máy cho sinh viên được thuận tiện,
an toàn.
4. Chủ trì phối hợp với các đơn vị liên quan trong và ngoài Đại học đảm bảo an"
quy_che_ctsv_2025_pdf_p20_0556_353fd9fa70c5,quy_che_ctsv_2025.pdf,20,cong_tac_sinh_vien,Công tác sinh viên,,Điều 50,,False,Điều 52,ky_tuc_xa,854,193,,True,"[Tài liệu: quy_che_ctsv_2025.pdf | trang 20 | Điều 52]
2. Cung cấp các dịch vụ nâng cao đời sống, chăm sóc sức khỏe, hỗ trợ học tập
cho sinh viên.
3. Cung cấp các dịch vụ trông, giữ xe đạp, xe máy cho sinh viên được thuận tiện,
an toàn.
4. Chủ trì phối hợp với các đơn vị liên quan trong và ngoài Đại học đảm bảo an
ninh, trật tự học đường và an ninh, trật tự cho sinh viên nội trú trong ký túc xá.
5. Phối hợp với công an địa phương làm thủ tục đăng ký tạm trú trong ký túc xá
cho sinh viên.
Điều 52. Trách nhiệm của Trung tâm Y tế Bách khoa
1. Chịu trách nhiệm về công tác y tế và chăm sóc sức khoẻ ban đầu cho sinh viên.
2. Tổ chức hoặc phối hợp tổ chức các hoạt động tư vấn, chăm sóc sức khỏe,
khám chữa bệnh cho sinh viên.
3. Lập kế hoạch và tổ chức khám sức khỏe ban đầu và khám sức khỏe định kỳ
cho sinh viên.
Điều 53. Cán bộ quản lý lớp sinh viên"
quy_che_ctsv_2025_pdf_p20_0557_035f0bbf6bc8,quy_che_ctsv_2025.pdf,20,cong_tac_sinh_vien,Công tác sinh viên,,Điều 50,,False,Điều 53,,884,196,,True,"[Tài liệu: quy_che_ctsv_2025.pdf | trang 20 | Điều 53]
2. Tổ chức hoặc phối hợp tổ chức các hoạt động tư vấn, chăm sóc sức khỏe,
khám chữa bệnh cho sinh viên.
3. Lập kế hoạch và tổ chức khám sức khỏe ban đầu và khám sức khỏe định kỳ
cho sinh viên.
Điều 53. Cán bộ quản lý lớp sinh viên
1. Cán bộ QLLSV là cán bộ giảng dạy, cán bộ hành chính hoặc cán bộ kỹ thuật
đang công tác tại đơn vị quản ngành do trưởng đơn vị quản ngành cử làm công tác
QLLSV.
2. Nhiệm vụ của cán bộ QLLSV:
a) Chủ động theo dõi thông tin về kết quả học tập, kết quả rèn luyện và hoàn
cảnh của sinh viên để kịp thời tư vấn và hướng dẫn sinh viên tháo gỡ những khó khăn,
vướng mắc trong quá trình học tập và đời sống;
b) Khuyến khích và hỗ trợ sinh viên tham gia các hoạt động học thuật, NCKH,
các hoạt động xã hội phù hợp với quy định chung của Đại học;
c) Thực hiện công tác đánh giá kết quả rèn luyện sinh viên;"
quy_che_ctsv_2025_pdf_p20_0558_538131507130,quy_che_ctsv_2025.pdf,20,cong_tac_sinh_vien,Công tác sinh viên,,Điều 50,,False,,lien_he,544,118,,True,"[Tài liệu: quy_che_ctsv_2025.pdf | trang 20]
vướng mắc trong quá trình học tập và đời sống;
b) Khuyến khích và hỗ trợ sinh viên tham gia các hoạt động học thuật, NCKH,
các hoạt động xã hội phù hợp với quy định chung của Đại học;
c) Thực hiện công tác đánh giá kết quả rèn luyện sinh viên;
d) Tham gia họp xét khen thưởng, kỷ luật sinh viên khi có yêu cầu của lãnh đạo
đơn vị;
đ) Hỗ trợ các đơn vị chức năng của Đại học liên hệ với sinh viên trong trường
hợp cần thiết;
e) Thực hiện chế độ báo cáo tình hình lớp theo yêu cầu của lãnh đạo đơn vị."
quy_che_ctsv_2025_pdf_p21_0559_b63a65728acb,quy_che_ctsv_2025.pdf,21,cong_tac_sinh_vien,Công tác sinh viên,ĐIỀU KHOẢN THI HÀNH,Điều 54,,False,Điều 54,,352,76,,True,"[Tài liệu: quy_che_ctsv_2025.pdf | trang 21 | Điều 54]
Chương VIII
ĐIỀU KHOẢN THI HÀNH
Điều 54. Điều khoản thi hành
1. Quy chế này có hiệu lực thi hành kể từ ngày ký.
2. Trong quá trình thực hiện Quy chế này, nếu có vướng mắc, phát sinh, các đơn
vị và cá nhân có liên quan báo cáo Giám đốc Đại học (qua Ban Công tác sinh viên)
xem xét sửa đổi, bổ sung."
quy_che_ctsv_2025_pdf_p22_0560_31ef3effc85b,quy_che_ctsv_2025.pdf,22,cong_tac_sinh_vien,Công tác sinh viên,,,2025,False,,dao_tao,873,197,,True,"[Tài liệu: quy_che_ctsv_2025.pdf | trang 22]
PHỤ LỤC
MỘT SỐ NỘI DUNG VI PHẠM VÀ KHUNG XỬ LÝ KỶ LUẬT SINH VIÊN
(Kèm theo Quyết định số /QĐ-ĐHBK ngày / /2025
của Giám đốc Đại học Bách khoa Hà Nội)
Số lần vi phạm và
hình thức xử lý
(Số lần tính trong cả khóa học)
TT Nội dung vi phạm Đình Ghi chú
Khiển chỉ Buộc
Cảnh
có thôi
cáo
trách thời học
hạn
[1] [2] [3] [4] [5] [6] [7]
Tùy theo mức độ, xử
Vô lễ với thầy/ cô giáo, cán
1 lý từ khiển trách đến
bộ viên chức của Đại học
buộc thôi học
Học thay hoặc nhờ người
2 Lần 2 Lần 3
học thay
Lần 1: đình chỉ 1
Sử dụng văn bằng, chứng
năm học; trường hợp
chỉ giả để xét đạt chuẩn về
nghiêm trọng chuyển
3 điều kiện: miễn học phần, Lần 1 Lần 2
cơ quan chức năng
đăng ký học tập, xét nhận đồ
xử lý theo quy định
án/ khóa luận tốt nghiệp
của pháp luật
Sử dụng văn bằng, chứng Trường hợp nghiêm
chỉ giả để xét đạt chuẩn về trọng chuyển cơ"
quy_che_ctsv_2025_pdf_p22_0561_60c6a27fe03a,quy_che_ctsv_2025.pdf,22,cong_tac_sinh_vien,Công tác sinh viên,,,,False,,hoc_phi;hoc_bong;tuyen_sinh;dao_tao,889,198,,True,"[Tài liệu: quy_che_ctsv_2025.pdf | trang 22]
năm học; trường hợp
chỉ giả để xét đạt chuẩn về
nghiêm trọng chuyển
3 điều kiện: miễn học phần, Lần 1 Lần 2
cơ quan chức năng
đăng ký học tập, xét nhận đồ
xử lý theo quy định
án/ khóa luận tốt nghiệp
của pháp luật
Sử dụng văn bằng, chứng Trường hợp nghiêm
chỉ giả để xét đạt chuẩn về trọng chuyển cơ
4 điều kiện trúng tuyển vào Lần 1 quan chức năng xử
Đại học hoặc xét điều kiện lý theo quy định của
tốt nghiệp pháp luật
Lần 1: đình chỉ 1
năm học; trường hợp
Giả mạo chữ ký của người
nghiêm trọng chuyển
5 khác để giải quyết công việc Lần 1 Lần 2
cơ quan chức năng
cá nhân
xử lý theo quy định
của pháp luật
Khai man hồ sơ, lý lịch để Lần 1: đình chỉ 1
hưởng các loại học bổng năm học; trường hợp
hoặc sử dụng giấy tờ giả để nghiêm trọng chuyển
6 Lần 1 Lần 2
hưởng chế độ miễn giảm cơ quan chức năng
học phí theo quy định của xử lý theo quy định"
quy_che_ctsv_2025_pdf_p22_0562_cd070442c28a,quy_che_ctsv_2025.pdf,22,cong_tac_sinh_vien,Công tác sinh viên,,,,False,,hoc_phi;hoc_bong;dia_diem,636,148,,True,"[Tài liệu: quy_che_ctsv_2025.pdf | trang 22]
cơ quan chức năng
cá nhân
xử lý theo quy định
của pháp luật
Khai man hồ sơ, lý lịch để Lần 1: đình chỉ 1
hưởng các loại học bổng năm học; trường hợp
hoặc sử dụng giấy tờ giả để nghiêm trọng chuyển
6 Lần 1 Lần 2
hưởng chế độ miễn giảm cơ quan chức năng
học phí theo quy định của xử lý theo quy định
Nhà nước của pháp luật
Mượn hoặc cho người khác
mượn thẻ sinh viên để sử Lần 2: đình chỉ 1 học
7 Lần 1 Lần 2 Lần 3
dụng vào các mục đích cá kỳ
nhân trái quy định
8 Không chấp hành các quy Từ lần 3 trở lên, xử
định của Đại học về việc kê lý từ khiển trách đến
khai thông tin hồ sơ sinh cảnh cáo"
quy_che_ctsv_2025_pdf_p23_0563_bb466013dd96,quy_che_ctsv_2025.pdf,23,cong_tac_sinh_vien,Công tác sinh viên,,,,False,,dia_diem,876,203,,True,"[Tài liệu: quy_che_ctsv_2025.pdf | trang 23]
viên
Sử dụng phần mềm/ mạng
internet khi không được Lần 1: đình chỉ 1 học
9 Lần 1 Lần 2
phép để hỗ trợ làm bài thi/ kỳ
bài kiểm tra
Dùng phương tiện kỹ thuật
truyền tin để nhờ người
Lần 1: đình chỉ 1 học
10 khác làm hộ bài thi/ bài Lần 1 Lần 2
kỳ
kiểm tra hoặc làm hộ bài thi/
bài kiểm tra
Nhờ người khác vào phòng
thi để thi/ kiểm tra thay hoặc Lần 1: đình chỉ 1
11 Lần 1 Lần 2
vào phòng thi để thi/ kiểm năm học
tra thay người khác
Nhờ làm hộ tiểu luận/ đồ án/
khóa luận tốt nghiệp hoặc Lần 1: đình chỉ 1
12 Lần 1 Lần 2
làm hộ tiểu luận/ đồ án/ năm học
khóa luận tốt nghiệp
Tổ chức học, thi, kiểm tra, Tùy theo mức độ có
làm bài thi, làm bài kiểm tra thể chuyển cho cơ
13 hộ hoặc tổ chức làm hộ tiểu Lần 1 quan chức năng xử
luận, đồ án, khóa luận tốt lý theo quy định của
nghiệp dưới mọi hình thức pháp luật
Cố tình nộp chậm hoặc"
quy_che_ctsv_2025_pdf_p23_0564_f48b45baa0b1,quy_che_ctsv_2025.pdf,23,cong_tac_sinh_vien,Công tác sinh viên,,,,False,,hoc_phi,522,117,,True,"[Tài liệu: quy_che_ctsv_2025.pdf | trang 23]
khóa luận tốt nghiệp
Tổ chức học, thi, kiểm tra, Tùy theo mức độ có
làm bài thi, làm bài kiểm tra thể chuyển cho cơ
13 hộ hoặc tổ chức làm hộ tiểu Lần 1 quan chức năng xử
luận, đồ án, khóa luận tốt lý theo quy định của
nghiệp dưới mọi hình thức pháp luật
Cố tình nộp chậm hoặc
Tùy theo mức độ, xử
không nộp học phí, bảo
14 lý từ khiển trách đến
hiểm y tế theo quy định mà
buộc thôi học
không có lý do chính đáng.
Tùy mức độ xử lý từ
Làm hư hỏng tài sản của khiển trách đến buộc"
quy_che_ctsv_2025_pdf_p23_0565_5fb0458cd752,quy_che_ctsv_2025.pdf,23,cong_tac_sinh_vien,Công tác sinh viên,,,,False,,dia_diem,757,175,,True,"[Tài liệu: quy_che_ctsv_2025.pdf | trang 23]
Đại học thôi học và phải bồi
thường thiệt hại
Uống rượu, bia trong giờ
Lần 3: đình chỉ 1 học
16 học; say rượu, bia khi đến Lần 1 Lần 2 Lần 3 Lần 4
kỳ
lớp.
Hút thuốc lá trong giờ học,
Từ lần 3 trở lên, xử
phòng học, phòng thí
17 lý từ khiển trách đến
nghiệm và nơi cấm hút
cảnh cáo
thuốc theo quy định
Lần 3: đình chỉ học
tập 1 năm học; nếu
Đánh bạc dưới mọi hình nghiêm trọng,
18 Lần 1 Lần 2 Lần 3 Lần 4
thức chuyển cơ quan chức
năng xử lý theo quy
định của pháp luật
Chuyển cơ quan
chức năng xử lý theo
19 Tổ chức đánh bạc Lần 1
quy định của pháp
luật
Tàng trữ, lưu hành, truy cập, Lần 3: đình chỉ 1
20 sử dụng sản phẩm văn hóa Lần 1 Lần 2 Lần 3 Lần 4 năm học; nếu
đồi trụy hoặc tham gia các nghiêm trọng chuyển"
quy_che_ctsv_2025_pdf_p24_0566_96d37e10eab6,quy_che_ctsv_2025.pdf,24,cong_tac_sinh_vien,Công tác sinh viên,,,,False,,,882,196,,True,"[Tài liệu: quy_che_ctsv_2025.pdf | trang 24]
cơ quan chức năng
hoạt động mê tín dị đoan,
xử lý theo quy định
hoạt động tôn giáo trái phép
của pháp luật
Xử lý theo quy định
hiện hành về xử lý
21 Sử dụng ma túy
sinh viên liên quan
đến ma túy.
Chuyển cơ quan
Buôn bán, vận chuyển, tàng
chức năng xử lý theo
22 trữ, lôi kéo người khác sử Lần 1
quy định của pháp
dụng ma túy
luật
Tùy theo mức độ xử
lý từ cảnh cáo đến
buộc thôi học. Nếu
23 Hoạt động mại dâm nghiêm trọng,
chuyển cơ quan chức
năng xử lý theo quy
định của pháp luật
Chuyển cơ quan
Chứa chấp, môi giới mại chức năng xử lý theo
24 Lần 1
dâm quy định của pháp
luật
Tùy theo mức độ xử
lý từ cảnh cáo đến
buộc thôi học. Nếu
Lừa đảo, chiếm đoạt tài sản,
nghiêm trọng,
25 lấy cắp tài sản, chứa chấp,
chuyển cơ quan
tiêu thụ tài sản do lấy cắp
chức năng xử lý theo
quy định của pháp
luật
Chuyển cơ quan
Chứa chấp, buôn bán vũ khí,"
quy_che_ctsv_2025_pdf_p24_0567_4e6289543b65,quy_che_ctsv_2025.pdf,24,cong_tac_sinh_vien,Công tác sinh viên,,,,False,,,892,200,,True,"[Tài liệu: quy_che_ctsv_2025.pdf | trang 24]
24 Lần 1
dâm quy định của pháp
luật
Tùy theo mức độ xử
lý từ cảnh cáo đến
buộc thôi học. Nếu
Lừa đảo, chiếm đoạt tài sản,
nghiêm trọng,
25 lấy cắp tài sản, chứa chấp,
chuyển cơ quan
tiêu thụ tài sản do lấy cắp
chức năng xử lý theo
quy định của pháp
luật
Chuyển cơ quan
Chứa chấp, buôn bán vũ khí,
chức năng xử lý theo
26 chất nổ và hàng cấm theo Lần 1
quy định của pháp
quy định của pháp luật.
luật
Đưa phần tử xấu vào trong
Tùy theo mức độ xử
khuôn viên Đại học gây ảnh
27 lý từ cảnh cáo đến
hưởng xấu đến an ninh, trật
buộc thôi học
tự.
Lần 2: đình chỉ 1
năm học; nếu
Đánh nhau, tổ chức hoặc nghiêm trọng,
28 Lần 1 Lần 2 Lần 3
tham gia tổ chức đánh nhau chuyển cơ quan chức
năng xử lý theo quy
định của pháp luật
Lần 1: đình chỉ 1
năm học; nếu
Kích động, lôi kéo người
nghiêm trọng,
29 khác biểu tình, viết truyền Lần 1 Lần 2
chuyển cơ quan chức"
quy_che_ctsv_2025_pdf_p24_0568_57329639fb0d,quy_che_ctsv_2025.pdf,24,cong_tac_sinh_vien,Công tác sinh viên,,,,False,,,479,107,,True,"[Tài liệu: quy_che_ctsv_2025.pdf | trang 24]
năm học; nếu
Đánh nhau, tổ chức hoặc nghiêm trọng,
28 Lần 1 Lần 2 Lần 3
tham gia tổ chức đánh nhau chuyển cơ quan chức
năng xử lý theo quy
định của pháp luật
Lần 1: đình chỉ 1
năm học; nếu
Kích động, lôi kéo người
nghiêm trọng,
29 khác biểu tình, viết truyền Lần 1 Lần 2
chuyển cơ quan chức
đơn, áp phích trái pháp luật
năng xử lý theo quy
định của pháp luật
30 Tham gia biểu tình, tụ tập Lần 1 Lần 2 Lần 3 Lần 4 Lần 3: đình chỉ 1 học"
